symbol,segment,expiry,as_of,pcr,total_call_oi,total_put_oi,delta_call_oi,delta_put_oi,top5_resistances,top5_supports,res_gaps,sup_gaps,ce_hotspot,pe_hotspot,equilibrium,equilibrium_strike,sentiment,rationale,report_text,status
IREDA,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.514,5374.0,2761.0,126.0,97.0,160:1253; 155:987; 170:800; 165:778; 150:517,150:428; 155:395; 140:327; 135:248; 145:245,5; 5; 5,5; 5; 5,"(155, 59)","(150, 32)",False,,Bearish,PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 126 > 97 → bearish tilt,"========================================================================
Symbol: IREDA | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 5,374
Total Put  OI: 2,761
PCR        : 0.51
ΔCall OI   : 126
ΔPut  OI   : 97
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 160:1253; 155:987; 170:800; 165:778; 150:517
Top-5 Supports    (PE OI): 150:428; 155:395; 140:327; 135:248; 145:245
Flow (ΔOI) CE hotspot: 155 | ΔOI: 59
Flow (ΔOI) PE hotspot: 150 | ΔOI: 32
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.51 (<0.80) → bearish tilt; ΔCallOI 126 > 97 → bearish tilt
========================================================================",ok
IGL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.686,4046.0,2777.0,121.0,46.0,215:1047; 220:634; 230:568; 225:443; 210:303,210:735; 200:315; 220:185; 205:184; 197:150,5; 5; 5,3; 5; 5,"(215, 249)","(215, 61)",False,,Bearish,PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 121 > 46 → bearish tilt,"========================================================================
Symbol: IGL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,046
Total Put  OI: 2,777
PCR        : 0.69
ΔCall OI   : 121
ΔPut  OI   : 46
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 215:1047; 220:634; 230:568; 225:443; 210:303
Top-5 Supports    (PE OI): 210:735; 200:315; 220:185; 205:184; 197:150
Flow (ΔOI) CE hotspot: 215 | ΔOI: 249
Flow (ΔOI) PE hotspot: 215 | ΔOI: 61
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 3; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.69 (<0.80) → bearish tilt; ΔCallOI 121 > 46 → bearish tilt
========================================================================",ok
INDUSTOWER,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.609,17817.0,10852.0,1590.0,1092.0,380:3343; 400:2463; 370:2056; 390:2019; 410:1306,370:1348; 380:1291; 350:1077; 360:1008; 390:991,10; 10; 10,10; 10; 10,"(395, 357)","(355, 273)",False,,Bearish,"PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 1,590 > 1,092 → bearish tilt","========================================================================
Symbol: INDUSTOWER | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 17,817
Total Put  OI: 10,852
PCR        : 0.61
ΔCall OI   : 1,590
ΔPut  OI   : 1,092
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 380:3343; 400:2463; 370:2056; 390:2019; 410:1306
Top-5 Supports    (PE OI): 370:1348; 380:1291; 350:1077; 360:1008; 390:991
Flow (ΔOI) CE hotspot: 395 | ΔOI: 357
Flow (ΔOI) PE hotspot: 355 | ΔOI: 273
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 1,590 > 1,092 → bearish tilt
========================================================================",ok
INDUSINDBK,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.72,23625.0,17004.0,968.0,385.0,800:7845; 900:1863; 880:1463; 820:1386; 810:1288,800:2681; 760:1893; 770:1531; 750:1433; 700:1366,10; 10; 20,10; 10; 30,"(800, 302)","(690, 78)",True,800.0,Bearish,PCR 0.72 (<0.80) → bearish tilt; ΔCallOI 968 > 385 → bearish tilt,"========================================================================
Symbol: INDUSINDBK | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 23,625
Total Put  OI: 17,004
PCR        : 0.72
ΔCall OI   : 968
ΔPut  OI   : 385
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 800:7845; 900:1863; 880:1463; 820:1386; 810:1288
Top-5 Supports    (PE OI): 800:2681; 760:1893; 770:1531; 750:1433; 700:1366
Flow (ΔOI) CE hotspot: 800 | ΔOI: 302
Flow (ΔOI) PE hotspot: 690 | ΔOI: 78
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 30
------------------------------------------------------------------------
⚪ Equilibrium Zone: 800
Sentiment: Bearish
Why      : PCR 0.72 (<0.80) → bearish tilt; ΔCallOI 968 > 385 → bearish tilt
========================================================================",ok
NAUKRI,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.671,4232.0,2841.0,446.0,277.0,1400:1180; 1420:404; 1500:362; 1440:351; 1600:316,1300:417; 1400:403; 1380:325; 1360:220; 1200:219,20; 20; 60,20; 20; 60,"(1400, 134)","(1160, 79)",False,,Bearish,PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 446 > 277 → bearish tilt,"========================================================================
Symbol: NAUKRI | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,232
Total Put  OI: 2,841
PCR        : 0.67
ΔCall OI   : 446
ΔPut  OI   : 277
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1400:1180; 1420:404; 1500:362; 1440:351; 1600:316
Top-5 Supports    (PE OI): 1300:417; 1400:403; 1380:325; 1360:220; 1200:219
Flow (ΔOI) CE hotspot: 1400 | ΔOI: 134
Flow (ΔOI) PE hotspot: 1160 | ΔOI: 79
Closest resistance gaps: 20; 20; 60
Closest support gaps   : 20; 20; 60
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 446 > 277 → bearish tilt
========================================================================",ok
INFY,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.605,62256.0,37695.0,6380.0,2057.0,1600:10059; 1500:9440; 1520:8326; 1540:6803; 1560:5063,1500:5960; 1440:4125; 1400:3596; 1460:3554; 1480:3358,20; 20; 20,20; 20; 20,"(1480, 1367)","(1480, 554)",False,,Bearish,"PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 6,380 > 2,057 → bearish tilt","========================================================================
Symbol: INFY | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 62,256
Total Put  OI: 37,695
PCR        : 0.61
ΔCall OI   : 6,380
ΔPut  OI   : 2,057
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1600:10059; 1500:9440; 1520:8326; 1540:6803; 1560:5063
Top-5 Supports    (PE OI): 1500:5960; 1440:4125; 1400:3596; 1460:3554; 1480:3358
Flow (ΔOI) CE hotspot: 1480 | ΔOI: 1,367
Flow (ΔOI) PE hotspot: 1480 | ΔOI: 554
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 20; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.61 (<0.80) → bearish tilt; ΔCallOI 6,380 > 2,057 → bearish tilt
========================================================================",ok
INOXWIND,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.527,4509.0,2374.0,148.0,78.0,160:1578; 150:551; 170:539; 165:509; 155:387,145:502; 150:391; 140:304; 155:257; 160:241,5; 5; 5,5; 5; 5,"(150, 183)","(160, 42)",False,,Bearish,PCR 0.53 (<0.80) → bearish tilt; ΔCallOI 148 > 78 → bearish tilt,"========================================================================
Symbol: INOXWIND | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,509
Total Put  OI: 2,374
PCR        : 0.53
ΔCall OI   : 148
ΔPut  OI   : 78
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 160:1578; 150:551; 170:539; 165:509; 155:387
Top-5 Supports    (PE OI): 145:502; 150:391; 140:304; 155:257; 160:241
Flow (ΔOI) CE hotspot: 150 | ΔOI: 183
Flow (ΔOI) PE hotspot: 160 | ΔOI: 42
Closest resistance gaps: 5; 5; 5
Closest support gaps   : 5; 5; 5
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.53 (<0.80) → bearish tilt; ΔCallOI 148 > 78 → bearish tilt
========================================================================",ok
INDIGO,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.944,11273.0,10642.0,912.0,1131.0,6000:1918; 5800:1229; 6500:1119; 5900:1016; 5700:886,5600:1317; 5400:1220; 5500:1156; 5700:1102; 6000:1075,100; 100; 100,100; 100; 100,"(5850, 382)","(5600, 331)",False,,Bullish,"PCR 0.94 (~neutral); ΔPutOI 1,131 > 912 → bullish tilt","========================================================================
Symbol: INDIGO | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,273
Total Put  OI: 10,642
PCR        : 0.94
ΔCall OI   : 912
ΔPut  OI   : 1,131
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 6000:1918; 5800:1229; 6500:1119; 5900:1016; 5700:886
Top-5 Supports    (PE OI): 5600:1317; 5400:1220; 5500:1156; 5700:1102; 6000:1075
Flow (ΔOI) CE hotspot: 5850 | ΔOI: 382
Flow (ΔOI) PE hotspot: 5600 | ΔOI: 331
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Bullish
Why      : PCR 0.94 (~neutral); ΔPutOI 1,131 > 912 → bullish tilt
========================================================================",ok
JINDALSTEL,equities,25-Nov-2025,03-Nov-2025 15:30:00,1.033,7676.0,7926.0,303.0,214.0,1100:1527; 1080:819; 1200:630; 1240:498; 1120:413,1040:1200; 1000:900; 1050:706; 1060:700; 1080:699,20; 20; 40,10; 10; 20,"(1100, 111)","(940, 165)",False,,Bearish,PCR 1.03 (~neutral); ΔCallOI 303 > 214 → bearish tilt,"========================================================================
Symbol: JINDALSTEL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 7,676
Total Put  OI: 7,926
PCR        : 1.03
ΔCall OI   : 303
ΔPut  OI   : 214
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1100:1527; 1080:819; 1200:630; 1240:498; 1120:413
Top-5 Supports    (PE OI): 1040:1200; 1000:900; 1050:706; 1060:700; 1080:699
Flow (ΔOI) CE hotspot: 1100 | ΔOI: 111
Flow (ΔOI) PE hotspot: 940 | ΔOI: 165
Closest resistance gaps: 20; 20; 40
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 1.03 (~neutral); ΔCallOI 303 > 214 → bearish tilt
========================================================================",ok
JSWENERGY,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.423,11013.0,4662.0,-58.0,172.0,600:3657; 540:1407; 550:1308; 560:932; 580:870,530:957; 520:669; 550:639; 510:447; 540:432,10; 10; 20,10; 10; 10,"(530, 56)","(540, 44)",False,,Neutral,PCR 0.42 (<0.80) → bearish tilt; ΔPutOI 172 > -58 → bullish tilt,"========================================================================
Symbol: JSWENERGY | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,013
Total Put  OI: 4,662
PCR        : 0.42
ΔCall OI   : -58
ΔPut  OI   : 172
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 600:3657; 540:1407; 550:1308; 560:932; 580:870
Top-5 Supports    (PE OI): 530:957; 520:669; 550:639; 510:447; 540:432
Flow (ΔOI) CE hotspot: 530 | ΔOI: 56
Flow (ΔOI) PE hotspot: 540 | ΔOI: 44
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.42 (<0.80) → bearish tilt; ΔPutOI 172 > -58 → bullish tilt
========================================================================",ok
JSWSTEEL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.674,11659.0,7863.0,1135.0,445.0,1340:1739; 1220:1282; 1240:883; 1200:861; 1320:769,1100:996; 1200:732; 1150:608; 1080:564; 1190:503,20; 20; 20,10; 20; 40,"(1320, 440)","(1080, 299)",False,,Bearish,"PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 1,135 > 445 → bearish tilt","========================================================================
Symbol: JSWSTEEL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 11,659
Total Put  OI: 7,863
PCR        : 0.67
ΔCall OI   : 1,135
ΔPut  OI   : 445
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1340:1739; 1220:1282; 1240:883; 1200:861; 1320:769
Top-5 Supports    (PE OI): 1100:996; 1200:732; 1150:608; 1080:564; 1190:503
Flow (ΔOI) CE hotspot: 1320 | ΔOI: 440
Flow (ΔOI) PE hotspot: 1080 | ΔOI: 299
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 10; 20; 40
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.67 (<0.80) → bearish tilt; ΔCallOI 1,135 > 445 → bearish tilt
========================================================================",ok
JIOFIN,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.655,24047.0,15761.0,847.0,38.0,350:4198; 310:3627; 320:3209; 330:2962; 315:2372,310:2844; 300:2634; 305:1461; 290:1345; 350:1200,5; 5; 10,5; 5; 10,"(325, 224)","(305, 127)",False,,Bearish,PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 847 > 38 → bearish tilt,"========================================================================
Symbol: JIOFIN | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 24,047
Total Put  OI: 15,761
PCR        : 0.66
ΔCall OI   : 847
ΔPut  OI   : 38
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 350:4198; 310:3627; 320:3209; 330:2962; 315:2372
Top-5 Supports    (PE OI): 310:2844; 300:2634; 305:1461; 290:1345; 350:1200
Flow (ΔOI) CE hotspot: 325 | ΔOI: 224
Flow (ΔOI) PE hotspot: 305 | ΔOI: 127
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 5; 5; 10
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.66 (<0.80) → bearish tilt; ΔCallOI 847 > 38 → bearish tilt
========================================================================",ok
JUBLFOOD,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.918,3455.0,3171.0,130.0,1.0,600:676; 620:442; 630:425; 650:408; 610:326,600:554; 560:396; 580:366; 550:334; 530:310,10; 10; 10,10; 20; 20,"(600, 76)","(550, 89)",True,600.0,Bearish,PCR 0.92 (~neutral); ΔCallOI 130 > 1 → bearish tilt,"========================================================================
Symbol: JUBLFOOD | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,455
Total Put  OI: 3,171
PCR        : 0.92
ΔCall OI   : 130
ΔPut  OI   : 1
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 600:676; 620:442; 630:425; 650:408; 610:326
Top-5 Supports    (PE OI): 600:554; 560:396; 580:366; 550:334; 530:310
Flow (ΔOI) CE hotspot: 600 | ΔOI: 76
Flow (ΔOI) PE hotspot: 550 | ΔOI: 89
Closest resistance gaps: 10; 10; 10
Closest support gaps   : 10; 20; 20
------------------------------------------------------------------------
⚪ Equilibrium Zone: 600
Sentiment: Bearish
Why      : PCR 0.92 (~neutral); ΔCallOI 130 > 1 → bearish tilt
========================================================================",ok
KEI,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.425,4090.0,1740.0,554.0,248.0,4300:949; 4200:816; 4100:711; 4400:434; 4500:380,4300:356; 4000:274; 3700:216; 3900:214; 4100:202,100; 100; 100,100; 100; 200,"(4000, 154)","(4000, 67)",True,4300.0,Bearish,PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 554 > 248 → bearish tilt,"========================================================================
Symbol: KEI | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,090
Total Put  OI: 1,740
PCR        : 0.43
ΔCall OI   : 554
ΔPut  OI   : 248
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 4300:949; 4200:816; 4100:711; 4400:434; 4500:380
Top-5 Supports    (PE OI): 4300:356; 4000:274; 3700:216; 3900:214; 4100:202
Flow (ΔOI) CE hotspot: 4000 | ΔOI: 154
Flow (ΔOI) PE hotspot: 4000 | ΔOI: 67
Closest resistance gaps: 100; 100; 100
Closest support gaps   : 100; 100; 200
------------------------------------------------------------------------
⚪ Equilibrium Zone: 4300
Sentiment: Bearish
Why      : PCR 0.43 (<0.80) → bearish tilt; ΔCallOI 554 > 248 → bearish tilt
========================================================================",ok
KPITTECH,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.795,3082.0,2450.0,368.0,473.0,1200:929; 1280:364; 1300:307; 1180:284; 1220:273,1160:468; 1200:379; 1000:344; 1100:257; 1140:191,20; 20; 20,20; 40; 40,"(1160, 115)","(1160, 240)",False,,Neutral,PCR 0.79 (<0.80) → bearish tilt; ΔPutOI 473 > 368 → bullish tilt,"========================================================================
Symbol: KPITTECH | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 3,082
Total Put  OI: 2,450
PCR        : 0.79
ΔCall OI   : 368
ΔPut  OI   : 473
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1200:929; 1280:364; 1300:307; 1180:284; 1220:273
Top-5 Supports    (PE OI): 1160:468; 1200:379; 1000:344; 1100:257; 1140:191
Flow (ΔOI) CE hotspot: 1160 | ΔOI: 115
Flow (ΔOI) PE hotspot: 1160 | ΔOI: 240
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 40; 40
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.79 (<0.80) → bearish tilt; ΔPutOI 473 > 368 → bullish tilt
========================================================================",ok
KALYANKJIL,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.685,4792.0,3282.0,397.0,212.0,520:849; 560:784; 500:683; 540:434; 510:366,500:815; 520:405; 510:356; 480:320; 450:315,10; 10; 20,10; 10; 20,"(600, 64)","(480, 68)",False,,Bearish,PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 397 > 212 → bearish tilt,"========================================================================
Symbol: KALYANKJIL | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,792
Total Put  OI: 3,282
PCR        : 0.68
ΔCall OI   : 397
ΔPut  OI   : 212
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 520:849; 560:784; 500:683; 540:434; 510:366
Top-5 Supports    (PE OI): 500:815; 520:405; 510:356; 480:320; 450:315
Flow (ΔOI) CE hotspot: 600 | ΔOI: 64
Flow (ΔOI) PE hotspot: 480 | ΔOI: 68
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 20
------------------------------------------------------------------------
Sentiment: Bearish
Why      : PCR 0.68 (<0.80) → bearish tilt; ΔCallOI 397 > 212 → bearish tilt
========================================================================",ok
KAYNES,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.542,8817.0,4778.0,1306.0,692.0,7000:2500; 6800:839; 7500:812; 8000:803; 6900:791,7000:691; 6800:641; 6500:628; 6000:598; 6300:404,100; 100; 500,200; 200; 300,"(6600, 306)","(6000, 245)",True,7000.0,Bearish,"PCR 0.54 (<0.80) → bearish tilt; ΔCallOI 1,306 > 692 → bearish tilt","========================================================================
Symbol: KAYNES | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,817
Total Put  OI: 4,778
PCR        : 0.54
ΔCall OI   : 1,306
ΔPut  OI   : 692
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 7000:2500; 6800:839; 7500:812; 8000:803; 6900:791
Top-5 Supports    (PE OI): 7000:691; 6800:641; 6500:628; 6000:598; 6300:404
Flow (ΔOI) CE hotspot: 6600 | ΔOI: 306
Flow (ΔOI) PE hotspot: 6000 | ΔOI: 245
Closest resistance gaps: 100; 100; 500
Closest support gaps   : 200; 200; 300
------------------------------------------------------------------------
⚪ Equilibrium Zone: 7000
Sentiment: Bearish
Why      : PCR 0.54 (<0.80) → bearish tilt; ΔCallOI 1,306 > 692 → bearish tilt
========================================================================",ok
KFINTECH,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.427,8506.0,3636.0,9.0,14.0,1200:2711; 1160:991; 1180:916; 1140:745; 1240:535,1000:697; 1100:538; 1120:264; 1040:264; 1060:240,20; 20; 20,20; 20; 40,"(1100, 45)","(980, 19)",False,,Neutral,PCR 0.43 (<0.80) → bearish tilt; ΔPutOI 14 > 9 → bullish tilt,"========================================================================
Symbol: KFINTECH | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 8,506
Total Put  OI: 3,636
PCR        : 0.43
ΔCall OI   : 9
ΔPut  OI   : 14
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 1200:2711; 1160:991; 1180:916; 1140:745; 1240:535
Top-5 Supports    (PE OI): 1000:697; 1100:538; 1120:264; 1040:264; 1060:240
Flow (ΔOI) CE hotspot: 1100 | ΔOI: 45
Flow (ΔOI) PE hotspot: 980 | ΔOI: 19
Closest resistance gaps: 20; 20; 20
Closest support gaps   : 20; 20; 40
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.43 (<0.80) → bearish tilt; ΔPutOI 14 > 9 → bullish tilt
========================================================================",ok
KOTAKBANK,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.576,26662.0,15351.0,1335.0,1451.0,2200:4185; 2300:3587; 2160:2417; 2240:1729; 2140:1681,2100:2059; 2000:1564; 2160:1493; 2200:1220; 1960:1159,20; 40; 40,40; 40; 60,"(2100, 305)","(2000, 501)",False,,Neutral,"PCR 0.58 (<0.80) → bearish tilt; ΔPutOI 1,451 > 1,335 → bullish tilt","========================================================================
Symbol: KOTAKBANK | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 26,662
Total Put  OI: 15,351
PCR        : 0.58
ΔCall OI   : 1,335
ΔPut  OI   : 1,451
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 2200:4185; 2300:3587; 2160:2417; 2240:1729; 2140:1681
Top-5 Supports    (PE OI): 2100:2059; 2000:1564; 2160:1493; 2200:1220; 1960:1159
Flow (ΔOI) CE hotspot: 2100 | ΔOI: 305
Flow (ΔOI) PE hotspot: 2000 | ΔOI: 501
Closest resistance gaps: 20; 40; 40
Closest support gaps   : 40; 40; 60
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.58 (<0.80) → bearish tilt; ΔPutOI 1,451 > 1,335 → bullish tilt
========================================================================",ok
LTF,equities,25-Nov-2025,03-Nov-2025 15:30:00,1.017,4336.0,4409.0,270.0,607.0,280:966; 270:519; 290:468; 275:375; 300:348,270:616; 260:603; 250:497; 240:455; 280:383,5; 5; 10,10; 10; 10,"(280, 532)","(280, 341)",False,,Bullish,PCR 1.02 (~neutral); ΔPutOI 607 > 270 → bullish tilt,"========================================================================
Symbol: LTF | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,336
Total Put  OI: 4,409
PCR        : 1.02
ΔCall OI   : 270
ΔPut  OI   : 607
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 280:966; 270:519; 290:468; 275:375; 300:348
Top-5 Supports    (PE OI): 270:616; 260:603; 250:497; 240:455; 280:383
Flow (ΔOI) CE hotspot: 280 | ΔOI: 532
Flow (ΔOI) PE hotspot: 280 | ΔOI: 341
Closest resistance gaps: 5; 5; 10
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
Sentiment: Bullish
Why      : PCR 1.02 (~neutral); ΔPutOI 607 > 270 → bullish tilt
========================================================================",ok
LICHSGFIN,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.641,12664.0,8118.0,-961.0,-281.0,600:3521; 580:1263; 590:1245; 620:984; 650:975,600:1068; 560:1035; 580:1033; 550:1009; 570:811,10; 10; 20,10; 10; 10,"(625, 15)","(500, 62)",True,600.0,Neutral,PCR 0.64 (<0.80) → bearish tilt; ΔPutOI -281 > -961 → bullish tilt,"========================================================================
Symbol: LICHSGFIN | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 12,664
Total Put  OI: 8,118
PCR        : 0.64
ΔCall OI   : -961
ΔPut  OI   : -281
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 600:3521; 580:1263; 590:1245; 620:984; 650:975
Top-5 Supports    (PE OI): 600:1068; 560:1035; 580:1033; 550:1009; 570:811
Flow (ΔOI) CE hotspot: 625 | ΔOI: 15
Flow (ΔOI) PE hotspot: 500 | ΔOI: 62
Closest resistance gaps: 10; 10; 20
Closest support gaps   : 10; 10; 10
------------------------------------------------------------------------
⚪ Equilibrium Zone: 600
Sentiment: Neutral
Why      : PCR 0.64 (<0.80) → bearish tilt; ΔPutOI -281 > -961 → bullish tilt
========================================================================",ok
LTIM,equities,25-Nov-2025,03-Nov-2025 15:30:00,0.619,4703.0,2909.0,29.0,137.0,6400:1040; 5700:831; 6000:561; 5800:442; 5600:291,5300:437; 5600:343; 5400:304; 5200:301; 5700:251,100; 100; 200,100; 100; 100,"(6400, 214)","(5300, 86)",False,,Neutral,PCR 0.62 (<0.80) → bearish tilt; ΔPutOI 137 > 29 → bullish tilt,"========================================================================
Symbol: LTIM | Segment: equities | Expiry: 25-Nov-2025
As Of : 03-Nov-2025 15:30:00
------------------------------------------------------------------------
Total Call OI: 4,703
Total Put  OI: 2,909
PCR        : 0.62
ΔCall OI   : 29
ΔPut  OI   : 137
------------------------------------------------------------------------
Top-5 Resistances (CE OI): 6400:1040; 5700:831; 6000:561; 5800:442; 5600:291
Top-5 Supports    (PE OI): 5300:437; 5600:343; 5400:304; 5200:301; 5700:251
Flow (ΔOI) CE hotspot: 6400 | ΔOI: 214
Flow (ΔOI) PE hotspot: 5300 | ΔOI: 86
Closest resistance gaps: 100; 100; 200
Closest support gaps   : 100; 100; 100
------------------------------------------------------------------------
Sentiment: Neutral
Why      : PCR 0.62 (<0.80) → bearish tilt; ΔPutOI 137 > 29 → bullish tilt
========================================================================",ok
